,FullName,University,SubField,Bachelors,Doctorate,GoogleScholar,Drafty
961,Dipankar Raychaudhuri,Rutgers University,arch,Indian Institute of Technology Kharagpur,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Dipankar+Raychaudhuri&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Dipankar%20Raychaudhuri&searchCol=0&searchVal=Dipankar%20Raychaudhuri
962,John L. Hennessy,Stanford University,arch,Villanova University,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=John+L.+Hennessy&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_John%20L.%20Hennessy&searchCol=0&searchVal=John%20L.%20Hennessy
963,C. R. Ramakrishnan,Stony Brook University,log,Birla Institute of Technology and Science,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=C.+R.+Ramakrishnan&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_C.%20R.%20Ramakrishnan&searchCol=0&searchVal=C.%20R.%20Ramakrishnan
964,R. Sekar,Stony Brook University,arch,Indian Institute of Technology Madras,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=R.+Sekar&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_R.%20Sekar&searchCol=0&searchVal=R.%20Sekar
965,Chia-che Tsai,Texas A&M University,arch,National Taiwan University,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Chia-che+Tsai&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Chia-che%20Tsai&searchCol=0&searchVal=Chia-che%20Tsai
966,Saumya Debray,University of Arizona,plan,Indian Institute of Technology Kharagpur,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Saumya+Debray&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Saumya%20Debray&searchCol=0&searchVal=Saumya%20Debray
967,Vladimir Filkov,"University of California, Davis",soft,La Roche College,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Vladimir+Filkov&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Vladimir%20Filkov&searchCol=0&searchVal=Vladimir%20Filkov
968,Divy Agrawal,"University of California, Santa Barbara",mod,Birla Institute of Technology and Science,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Divy+Agrawal&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Divy%20Agrawal&searchCol=0&searchVal=Divy%20Agrawal
969,Liqiang Wang,University of Central Florida,hpc,Hebei Normal University,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Liqiang+Wang&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Liqiang%20Wang&searchCol=0&searchVal=Liqiang%20Wang
970,V. N. Venkatakrishnan,University of Illinois at Chicago,soft,Birla Institute of Technology and Science,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=V.+N.+Venkatakrishnan&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_V.%20N.%20Venkatakrishnan&searchCol=0&searchVal=V.%20N.%20Venkatakrishnan
971,Laxmikant V. Kalé,University of Illinois at Urbana-Champaign,hpc,Banaras Hindu University,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Laxmikant+V.+Kalé&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Laxmikant%20V.%20Kalé&searchCol=0&searchVal=Laxmikant%20V.%20Kalé
972,Rishab Nithyanand,University of Iowa,sec,SRM Institute of Science and Technology,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Rishab+Nithyanand&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Rishab%20Nithyanand&searchCol=0&searchVal=Rishab%20Nithyanand
973,Tim Ting Chen,University of Southern California,bio,Tsinghua University,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Tim+Ting+Chen&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Tim%20Ting%20Chen&searchCol=0&searchVal=Tim%20Ting%20Chen
974,Xiaohu Guo,University of Texas at Dallas,graph,University of Science and Technology of China,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Xiaohu+Guo&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Xiaohu%20Guo&searchCol=0&searchVal=Xiaohu%20Guo
975,Ganesh Gopalakrishnan,University of Utah,soft,National Institute of Technology Calicut,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Ganesh+Gopalakrishnan&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Ganesh%20Gopalakrishnan&searchCol=0&searchVal=Ganesh%20Gopalakrishnan
976,P. Sadayappan,University of Utah,hpc,Indian Institute of Technology Madras,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=P.+Sadayappan&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_P.%20Sadayappan&searchCol=0&searchVal=P.%20Sadayappan
977,Li Tan,Washington State University,ir,Fudan University,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Li+Tan&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Li%20Tan&searchCol=0&searchVal=Li%20Tan
978,David Gelernter,Yale University,hpc,Yale University,Stony Brook University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=David+Gelernter&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_David%20Gelernter&searchCol=0&searchVal=David%20Gelernter
979,Heni Ben Amor,Arizona State University,robotics,University of Koblenz and Landau,Freiberg University of Mining and Technology,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Heni+Ben+Amor&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Heni%20Ben%20Amor&searchCol=0&searchVal=Heni%20Ben%20Amor
980,Guenther Ruhe,University of Calgary,soft,University of Kaiserslautern,Freiberg University of Mining and Technology,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Guenther+Ruhe&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Guenther%20Ruhe&searchCol=0&searchVal=Guenther%20Ruhe
981,Huan Liu,Arizona State University,mlmining,Shanghai Jiao Tong University,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Huan+Liu&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Huan%20Liu&searchCol=0&searchVal=Huan%20Liu
982,Sarma Vrudhula,Arizona State University,bio,University of Waterloo,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Sarma+Vrudhula&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Sarma%20Vrudhula&searchCol=0&searchVal=Sarma%20Vrudhula
983,Diana Marculescu,University of Texas at Austin,mlmining,Politehnica University of Bucharest,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Diana+Marculescu&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Diana%20Marculescu&searchCol=0&searchVal=Diana%20Marculescu
984,Fei Fang,Carnegie Mellon University,ai,Tsinghua University,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Fei+Fang&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Fei%20Fang&searchCol=0&searchVal=Fei%20Fang
985,Philipp Koehn,Johns Hopkins University,nlp,University of Erlangen-Nuremberg,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Philipp+Koehn&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Philipp%20Koehn&searchCol=0&searchVal=Philipp%20Koehn
986,Mi Zhang,Michigan State University,mlmining,University of Southern California,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Mi+Zhang&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Mi%20Zhang&searchCol=0&searchVal=Mi%20Zhang
987,Yiying Tong,Michigan State University,graph,Zhejiang University,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Yiying+Tong&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Yiying%20Tong&searchCol=0&searchVal=Yiying%20Tong
988,Xue Lin,Northeastern University,mlmining,Tsinghua University,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Xue+Lin&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Xue%20Lin&searchCol=0&searchVal=Xue%20Lin
989,Yanzhi Wang,Northeastern University,ai,Tsinghua University,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Yanzhi+Wang&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Yanzhi%20Wang&searchCol=0&searchVal=Yanzhi%20Wang
990,Michael Rubenstein,Northwestern University,robotics,Purdue University,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Michael+Rubenstein&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Michael%20Rubenstein&searchCol=0&searchVal=Michael%20Rubenstein
991,DeLiang L. Wang,Ohio State University,ai,Peking University,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=DeLiang+L.+Wang&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_DeLiang%20L.%20Wang&searchCol=0&searchVal=DeLiang%20L.%20Wang
992,Dhabaleswar K. Panda,Ohio State University,hpc,Indian Institute of Technology Kanpur,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Dhabaleswar+K.+Panda&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Dhabaleswar%20K.%20Panda&searchCol=0&searchVal=Dhabaleswar%20K.%20Panda
993,Wei-Lun Chao,Ohio State University,mlmining,National Chiao Tung University,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Wei-Lun+Chao&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Wei-Lun%20Chao&searchCol=0&searchVal=Wei-Lun%20Chao
994,Lizhong Chen,Oregon State University,arch,Zhejiang University,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Lizhong+Chen&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Lizhong%20Chen&searchCol=0&searchVal=Lizhong%20Chen
995,Hang Ma,Simon Fraser University,ai,Simon Fraser University,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Hang+Ma&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Hang%20Ma&searchCol=0&searchVal=Hang%20Ma
996,Philippos Mordohai,Stevens Institute of Technology,mlmining,Aristotle University of Thessaloniki,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Philippos+Mordohai&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Philippos%20Mordohai&searchCol=0&searchVal=Philippos%20Mordohai
997,Dylan A. Shell,Texas A&M University,robotics,University of the Witwatersrand,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Dylan+A.+Shell&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Dylan%20A.%20Shell&searchCol=0&searchVal=Dylan%20A.%20Shell
998,Sing-Hoi Sze,Texas A&M University,bio,The Chinese University of Hong Kong,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Sing-Hoi+Sze&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Sing-Hoi%20Sze&searchCol=0&searchVal=Sing-Hoi%20Sze
999,Theodora Chaspari,Texas A&M University,bed,National Technical University of Athens,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Theodora+Chaspari&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Theodora%20Chaspari&searchCol=0&searchVal=Theodora%20Chaspari
1000,Elaine Schaertl Short,Tufts University,robotics,Yale University,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Elaine+Schaertl+Short&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Elaine%20Schaertl%20Short&searchCol=0&searchVal=Elaine%20Schaertl%20Short
1001,Karthik Dantu,University at Buffalo,robotics,University of Mysore,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Karthik+Dantu&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Karthik%20Dantu&searchCol=0&searchVal=Karthik%20Dantu
1002,Joshua Garcia,"University of California, Irvine",soft,University of Southern California,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Joshua+Garcia&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Joshua%20Garcia&searchCol=0&searchVal=Joshua%20Garcia
1003,Sam Malek,"University of California, Irvine",soft,"University of California, Irvine",University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Sam+Malek&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Sam%20Malek&searchCol=0&searchVal=Sam%20Malek
1004,Bir Bhanu,"University of California, Riverside",vision,Indian Institute of Technology (BHU) Varanasi,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Bir+Bhanu&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Bir%20Bhanu&searchCol=0&searchVal=Bir%20Bhanu
1005,Daniel Wong,"University of California, Riverside",arch,University of Southern California,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Daniel+Wong&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Daniel%20Wong&searchCol=0&searchVal=Daniel%20Wong
1006,Walid A. Najjar,"University of California, Riverside",hpc,American University of Beirut,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Walid+A.+Najjar&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Walid%20A.%20Najjar&searchCol=0&searchVal=Walid%20A.%20Najjar
1007,Victor Vianu,"University of California, San Diego",mod,University of Southern California,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Victor+Vianu&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Victor%20Vianu&searchCol=0&searchVal=Victor%20Vianu
1008,B. S. Manjunath,"University of California, Santa Barbara",mlmining,Bangalore University,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=B.+S.+Manjunath&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_B.%20S.%20Manjunath&searchCol=0&searchVal=B.%20S.%20Manjunath
1009,Jianwen Su,"University of California, Santa Barbara",mod,Fudan University,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Jianwen+Su&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Jianwen%20Su&searchCol=0&searchVal=Jianwen%20Su
1010,Ahmed Helmy,University of North Carolina at Charlotte,comm,Cairo University,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Ahmed+Helmy&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Ahmed%20Helmy&searchCol=0&searchVal=Ahmed%20Helmy
1011,Anand Rangarajan,University of Florida,vision,Indian Institute of Technology Madras,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Anand+Rangarajan&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Anand%20Rangarajan&searchCol=0&searchVal=Anand%20Rangarajan
1012,José A. B. Fortes,University of Florida,hpc,Universidade Lusíada de Angola,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=José+A.+B.+Fortes&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_José%20A.%20B.%20Fortes&searchCol=0&searchVal=José%20A.%20B.%20Fortes
1013,Omprakash Gnawali,University of Houston,comm,Massachusetts Institute of Technology,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Omprakash+Gnawali&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Omprakash%20Gnawali&searchCol=0&searchVal=Omprakash%20Gnawali
1014,Zhigang Deng,University of Houston,graph,Xiamen University,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Zhigang+Deng&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Zhigang%20Deng&searchCol=0&searchVal=Zhigang%20Deng
1015,Yu Cheng,Brown University,mlmining,Shanghai Jiao Tong University,University of Southern California,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Yu+Cheng&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Yu%20Cheng&searchCol=0&searchVal=Yu%20Cheng
